A,B,Pretty Formula,predicted_structure,probability,Parent formula,parent_structure,In DB?,Experimental CN,Predicted CN,Validation
Tb1+,Cl1-,TbCl,"Cl1- Tb1+
1.0
10.833874 -1.919025 0.0
10.833874 1.919025 0.0
10.493953 0.0 3.306421
Cl Tb
2 2
Cartesian
19.382667209763 -1.941670895178049e-17 1.9926575991229998 Cl1-
12.779033790237 2.3911724422731595e-17 1.3137634008769998 Cl1-
28.191017394539998 4.7324243190871585e-17 2.8982102633399998 Tb1+
3.97068360546 9.310661908124018e-18 0.40821073665999996 Tb1+
",0.007500705839913901,TbBr,"Br1- Tb1+
1.0
10.833874 -1.919025 0.0
10.833874 1.919025 0.0
10.493953 0.0 3.306421
Br Tb
2 2
Cartesian
19.382667209763 -1.941670895178049e-17 1.9926575991229998 Br1-
12.779033790237 2.3911724422731595e-17 1.3137634008769998 Br1-
28.191017394539998 4.7324243190871585e-17 2.8982102633399998 Tb1+
3.97068360546 9.310661908124018e-18 0.40821073665999996 Tb1+
",Yes,3,3,Correct
Tb2+,Ge2-,TbGe,"Ge2- Tb2+
1.0
2.153001 -5.376833 0.0
2.153001 5.376833 0.0
0.0 0.0 3.964005
Ge Tb
2 2
Cartesian
2.153001 0.917061882814 0.99100125 Ge2-
2.153001 -0.917061882814 2.9730037499999997 Ge2-
2.153001 3.88954722387 0.99100125 Tb2+
2.153001 -3.8895472238699997 2.9730037499999997 Tb2+
",0.00953187888692593,DyGe,"Dy2+ Ge2-
1.0
2.153001 -5.376833 0.0
2.153001 5.376833 0.0
0.0 0.0 3.964005
Dy Ge
2 2
Cartesian
2.153001 3.88954722387 0.99100125 Dy2+
2.153001 -3.8895472238699997 2.9730037499999997 Dy2+
2.153001 0.917061882814 0.99100125 Ge2-
2.153001 -0.917061882814 2.9730037499999997 Ge2-
",Yes,9,9,Correct
Tb3+,As3-,TbAs,"As3- Tb3+
1.0
0.0 2.913097 2.913097
2.913097 0.0 2.913097
2.913097 2.913097 0.0
As Tb
1 1
Cartesian
0.0 0.0 0.0 As3-
2.913097 2.913097 2.913097 Tb3+
",0.00953187888692593,DyAs,"As3- Dy3+
1.0
0.0 2.913097 2.913097
2.913097 0.0 2.913097
2.913097 2.913097 0.0
As Dy
1 1
Cartesian
0.0 0.0 0.0 As3-
2.913097 2.913097 2.913097 Dy3+
",Yes,6,6,Correct
Tb2+,Se2-,TbSe,"Se2- Tb2+
1.0
0.0 2.882396 2.882396
2.882396 0.0 2.882396
2.882396 2.882396 0.0
Se Tb
1 1
Cartesian
2.882396 2.882396 2.882396 Se2-
0.0 0.0 0.0 Tb2+
",0.00953187888692593,DySe,"Dy2+ Se2-
1.0
0.0 2.882396 2.882396
2.882396 0.0 2.882396
2.882396 2.882396 0.0
Dy Se
1 1
Cartesian
0.0 0.0 0.0 Dy2+
2.882396 2.882396 2.882396 Se2-
",Yes,6,6,Correct
Tb1+,Br1-,TbBr,"Br1- Tb1+
1.0
9.684738 -1.88501 0.0
9.684738 1.88501 0.0
9.317845 0.0 3.244253
Br Tb
2 2
Cartesian
11.217746567235 -2.390894948689491e-18 1.2686164718550001 Br1-
17.469574432765 -1.0863140751382616e-16 1.975636528145 Br1-
6.1782448871649995 -1.8207737628728182e-17 0.698698547345 Tb1+
22.509076112834997 -3.411179996248848e-17 2.545554452655 Tb1+
",0.007574092562695375,TbCl,"Cl1- Tb1+
1.0
9.684738 -1.88501 0.0
9.684738 1.88501 0.0
9.317845 0.0 3.244253
Cl Tb
2 2
Cartesian
11.217746567235 -2.390894948689491e-18 1.2686164718550001 Cl1-
17.469574432765 -1.0863140751382616e-16 1.975636528145 Cl1-
6.1782448871649995 -1.8207737628728182e-17 0.698698547345 Tb1+
22.509076112834997 -3.411179996248848e-17 2.545554452655 Tb1+
",Yes,3,3,Correct
Tb3+,Sb3-,TbSb,"Sb3- Tb3+
1.0
0.0 3.102107 3.102107
3.102107 0.0 3.102107
3.102107 3.102107 0.0
Sb Tb
1 1
Cartesian
3.102107 3.102107 3.102107 Sb3-
0.0 0.0 0.0 Tb3+
",0.00953187888692593,DySb,"Dy3+ Sb3-
1.0
0.0 3.102107 3.102107
3.102107 0.0 3.102107
3.102107 3.102107 0.0
Dy Sb
1 1
Cartesian
0.0 0.0 0.0 Dy3+
3.102107 3.102107 3.102107 Sb3-
",Yes,6,6,Correct
Tb2+,Te2-,TbTe,"Tb2+ Te2-
1.0
0.0 3.07926 3.07926
3.07926 0.0 3.07926
3.07926 3.07926 0.0
Tb Te
1 1
Cartesian
0.0 0.0 0.0 Tb2+
3.07926 3.07926 3.07926 Te2-
",0.00953187888692593,DyTe,"Dy2+ Te2-
1.0
0.0 3.07926 3.07926
3.07926 0.0 3.07926
3.07926 3.07926 0.0
Dy Te
1 1
Cartesian
0.0 0.0 0.0 Dy2+
3.07926 3.07926 3.07926 Te2-
",Yes,6,6,Correct
Dy3+,N3-,DyN,"Dy3+ N3-
1.0
0.0 2.473606 2.473606
2.473606 0.0 2.473606
2.473606 2.473606 0.0
Dy N
1 1
Cartesian
2.473606 2.473606 2.473606 Dy3+
0.0 0.0 0.0 N3-
",0.009619910031174374,TbN,"N3- Tb3+
1.0
0.0 2.473606 2.473606
2.473606 0.0 2.473606
2.473606 2.473606 0.0
N Tb
1 1
Cartesian
0.0 0.0 0.0 N3-
2.473606 2.473606 2.473606 Tb3+
",Yes,6,6,Correct
Dy3+,P3-,DyP,"Dy3+ P3-
1.0
0.0 2.849288 2.849288
2.849288 0.0 2.849288
2.849288 2.849288 0.0
Dy P
1 1
Cartesian
2.849288 2.849288 2.849288 Dy3+
0.0 0.0 0.0 P3-
",0.009619910031174374,TbP,"P3- Tb3+
1.0
0.0 2.849288 2.849288
2.849288 0.0 2.849288
2.849288 2.849288 0.0
P Tb
1 1
Cartesian
0.0 0.0 0.0 P3-
2.849288 2.849288 2.849288 Tb3+
",Yes,6,6,Correct
Dy2+,S2-,DyS,"Dy2+ S2-
1.0
0.0 2.776607 2.776607
2.776607 0.0 2.776607
2.776607 2.776607 0.0
Dy S
1 1
Cartesian
2.776607 2.776607 2.776607 Dy2+
0.0 0.0 0.0 S2-
",0.009619910031174374,TbS,"S2- Tb2+
1.0
0.0 2.776607 2.776607
2.776607 0.0 2.776607
2.776607 2.776607 0.0
S Tb
1 1
Cartesian
0.0 0.0 0.0 S2-
2.776607 2.776607 2.776607 Tb2+
",Yes,6,6,Correct
Dy2+,Ge2-,DyGe,"Dy2+ Ge2-
1.0
2.165283 -5.3996 0.0
2.165283 5.3996 0.0
0.0 0.0 3.970418
Dy Ge
2 2
Cartesian
2.165283 -3.9113622480000005 2.9778135 Dy2+
2.165283 3.9113622480000005 0.9926045 Dy2+
2.165283 0.9218089128000001 0.9926045 Ge2-
2.165283 -0.9218089127999999 2.9778135 Ge2-
",0.009619910031174374,TbGe,"Ge2- Tb2+
1.0
2.165283 -5.3996 0.0
2.165283 5.3996 0.0
0.0 0.0 3.970418
Ge Tb
2 2
Cartesian
2.165283 0.9218089128000001 0.9926045 Ge2-
2.165283 -0.9218089127999999 2.9778135 Ge2-
2.165283 -3.9113622480000005 2.9778135 Tb2+
2.165283 3.9113622480000005 0.9926045 Tb2+
",Yes,7,7,Correct
Dy3+,As3-,DyAs,"As3- Dy3+
1.0
0.0 2.926887 2.926887
2.926887 0.0 2.926887
2.926887 2.926887 0.0
As Dy
1 1
Cartesian
0.0 0.0 0.0 As3-
2.926887 2.926887 2.926887 Dy3+
",0.009619910031174374,TbAs,"As3- Tb3+
1.0
0.0 2.926887 2.926887
2.926887 0.0 2.926887
2.926887 2.926887 0.0
As Tb
1 1
Cartesian
0.0 0.0 0.0 As3-
2.926887 2.926887 2.926887 Tb3+
",Yes,6,6,Correct
Dy2+,Se2-,DySe,"Dy2+ Se2-
1.0
0.0 2.897067 2.897067
2.897067 0.0 2.897067
2.897067 2.897067 0.0
Dy Se
1 1
Cartesian
2.897067 2.897067 2.897067 Dy2+
0.0 0.0 0.0 Se2-
",0.009619910031174374,TbSe,"Se2- Tb2+
1.0
0.0 2.897067 2.897067
2.897067 0.0 2.897067
2.897067 2.897067 0.0
Se Tb
1 1
Cartesian
0.0 0.0 0.0 Se2-
2.897067 2.897067 2.897067 Tb2+
",Yes,6,6,Correct
Dy3+,Sb3-,DySb,"Dy3+ Sb3-
1.0
0.0 3.11459 3.11459
3.11459 0.0 3.11459
3.11459 3.11459 0.0
Dy Sb
1 1
Cartesian
3.11459 3.11459 3.11459 Dy3+
0.0 0.0 0.0 Sb3-
",0.009619910031174374,TbSb,"Sb3- Tb3+
1.0
0.0 3.11459 3.11459
3.11459 0.0 3.11459
3.11459 3.11459 0.0
Sb Tb
1 1
Cartesian
0.0 0.0 0.0 Sb3-
3.11459 3.11459 3.11459 Tb3+
",Yes,6,6,Correct
Dy2+,Te2-,DyTe,"Dy2+ Te2-
1.0
0.0 3.092048 3.092048
3.092048 0.0 3.092048
3.092048 3.092048 0.0
Dy Te
1 1
Cartesian
0.0 0.0 0.0 Dy2+
3.092048 3.092048 3.092048 Te2-
",0.009619910031174374,TbTe,"Tb2+ Te2-
1.0
0.0 3.092048 3.092048
3.092048 0.0 3.092048
3.092048 3.092048 0.0
Tb Te
1 1
Cartesian
0.0 0.0 0.0 Tb2+
3.092048 3.092048 3.092048 Te2-
",Yes,6,6,Correct
Ho3+,N3-,HoN,"Ho3+ N3-
1.0
0.0 2.456344 2.456344
2.456344 0.0 2.456344
2.456344 2.456344 0.0
Ho N
1 1
Cartesian
0.0 0.0 0.0 Ho3+
2.456344 2.456344 2.456344 N3-
",0.009532812175862736,DyN,"Dy3+ N3-
1.0
0.0 2.456344 2.456344
2.456344 0.0 2.456344
2.456344 2.456344 0.0
Dy N
1 1
Cartesian
0.0 0.0 0.0 Dy3+
2.456344 2.456344 2.456344 N3-
",Yes,6,6,Correct
Ho3+,P3-,HoP,"Ho3+ P3-
1.0
0.0 2.834307 2.834307
2.834307 0.0 2.834307
2.834307 2.834307 0.0
Ho P
1 1
Cartesian
0.0 0.0 0.0 Ho3+
2.834307 2.834307 2.834307 P3-
",0.009532812175862736,DyP,"Dy3+ P3-
1.0
0.0 2.834307 2.834307
2.834307 0.0 2.834307
2.834307 2.834307 0.0
Dy P
1 1
Cartesian
0.0 0.0 0.0 Dy3+
2.834307 2.834307 2.834307 P3-
",Yes,6,6,Correct
Ho2+,S2-,HoS,"Ho2+ S2-
1.0
0.0 2.760718 2.760718
2.760718 0.0 2.760718
2.760718 2.760718 0.0
Ho S
1 1
Cartesian
0.0 0.0 0.0 Ho2+
2.760718 2.760718 2.760718 S2-
",0.009532812175862736,DyS,"Dy2+ S2-
1.0
0.0 2.760718 2.760718
2.760718 0.0 2.760718
2.760718 2.760718 0.0
Dy S
1 1
Cartesian
0.0 0.0 0.0 Dy2+
2.760718 2.760718 2.760718 S2-
",Yes,6,6,Correct
Ho2+,Ge2-,HoGe,"Ge2- Ho2+
1.0
2.153001 -5.376833 0.0
2.153001 5.376833 0.0
0.0 0.0 3.964005
Ge Ho
2 2
Cartesian
2.153001 0.917061882814 0.99100125 Ge2-
2.153001 -0.917061882814 2.9730037499999997 Ge2-
2.153001 3.88954722387 0.99100125 Ho2+
2.153001 -3.8895472238699997 2.9730037499999997 Ho2+
",0.009532812175862736,DyGe,"Dy2+ Ge2-
1.0
2.153001 -5.376833 0.0
2.153001 5.376833 0.0
0.0 0.0 3.964005
Dy Ge
2 2
Cartesian
2.153001 3.88954722387 0.99100125 Dy2+
2.153001 -3.8895472238699997 2.9730037499999997 Dy2+
2.153001 0.917061882814 0.99100125 Ge2-
2.153001 -0.917061882814 2.9730037499999997 Ge2-
",Yes,9,9,Correct
Ho3+,As3-,HoAs,"As3- Ho3+
1.0
0.0 2.913097 2.913097
2.913097 0.0 2.913097
2.913097 2.913097 0.0
As Ho
1 1
Cartesian
0.0 0.0 0.0 As3-
2.913097 2.913097 2.913097 Ho3+
",0.009532812175862736,DyAs,"As3- Dy3+
1.0
0.0 2.913097 2.913097
2.913097 0.0 2.913097
2.913097 2.913097 0.0
As Dy
1 1
Cartesian
0.0 0.0 0.0 As3-
2.913097 2.913097 2.913097 Dy3+
",Yes,6,6,Correct
Ho2+,Se2-,HoSe,"Ho2+ Se2-
1.0
0.0 2.882396 2.882396
2.882396 0.0 2.882396
2.882396 2.882396 0.0
Ho Se
1 1
Cartesian
0.0 0.0 0.0 Ho2+
2.882396 2.882396 2.882396 Se2-
",0.009532812175862736,DySe,"Dy2+ Se2-
1.0
0.0 2.882396 2.882396
2.882396 0.0 2.882396
2.882396 2.882396 0.0
Dy Se
1 1
Cartesian
0.0 0.0 0.0 Dy2+
2.882396 2.882396 2.882396 Se2-
",Yes,6,6,Correct
Ho3+,Sb3-,HoSb,"Ho3+ Sb3-
1.0
0.0 3.102107 3.102107
3.102107 0.0 3.102107
3.102107 3.102107 0.0
Ho Sb
1 1
Cartesian
0.0 0.0 0.0 Ho3+
3.102107 3.102107 3.102107 Sb3-
",0.009532812175862736,DySb,"Dy3+ Sb3-
1.0
0.0 3.102107 3.102107
3.102107 0.0 3.102107
3.102107 3.102107 0.0
Dy Sb
1 1
Cartesian
0.0 0.0 0.0 Dy3+
3.102107 3.102107 3.102107 Sb3-
",Yes,6,6,Correct
Ho2+,Te2-,HoTe,"Ho2+ Te2-
1.0
0.0 3.07926 3.07926
3.07926 0.0 3.07926
3.07926 3.07926 0.0
Ho Te
1 1
Cartesian
0.0 0.0 0.0 Ho2+
3.07926 3.07926 3.07926 Te2-
",0.009532812175862736,DyTe,"Dy2+ Te2-
1.0
0.0 3.07926 3.07926
3.07926 0.0 3.07926
3.07926 3.07926 0.0
Dy Te
1 1
Cartesian
0.0 0.0 0.0 Dy2+
3.07926 3.07926 3.07926 Te2-
",Yes,6,6,Correct
Er3+,N3-,ErN,"Er3+ N3-
1.0
0.0 2.439548 2.439548
2.439548 0.0 2.439548
2.439548 2.439548 0.0
Er N
1 1
Cartesian
0.0 0.0 0.0 Er3+
2.439548 2.439548 2.439548 N3-
",0.00945883483826588,HoN,"Ho3+ N3-
1.0
0.0 2.439548 2.439548
2.439548 0.0 2.439548
2.439548 2.439548 0.0
Ho N
1 1
Cartesian
0.0 0.0 0.0 Ho3+
2.439548 2.439548 2.439548 N3-
",Yes,6,6,Correct
Er3+,P3-,ErP,"Er3+ P3-
1.0
0.0 2.820163 2.820163
2.820163 0.0 2.820163
2.820163 2.820163 0.0
Er P
1 1
Cartesian
0.0 0.0 0.0 Er3+
2.820163 2.820163 2.820163 P3-
",0.00945883483826588,HoP,"Ho3+ P3-
1.0
0.0 2.820163 2.820163
2.820163 0.0 2.820163
2.820163 2.820163 0.0
Ho P
1 1
Cartesian
0.0 0.0 0.0 Ho3+
2.820163 2.820163 2.820163 P3-
",Yes,6,6,Correct
Er3+,As3-,ErAs,"As3- Er3+
1.0
0.0 2.899885 2.899885
2.899885 0.0 2.899885
2.899885 2.899885 0.0
As Er
1 1
Cartesian
0.0 0.0 0.0 As3-
2.899885 2.899885 2.899885 Er3+
",0.00945883483826588,HoAs,"As3- Ho3+
1.0
0.0 2.899885 2.899885
2.899885 0.0 2.899885
2.899885 2.899885 0.0
As Ho
1 1
Cartesian
0.0 0.0 0.0 As3-
2.899885 2.899885 2.899885 Ho3+
",Yes,6,6,Correct
Er3+,Sb3-,ErSb,"Er3+ Sb3-
1.0
0.0 3.090637 3.090637
3.090637 0.0 3.090637
3.090637 3.090637 0.0
Er Sb
1 1
Cartesian
0.0 0.0 0.0 Er3+
3.090637 3.090637 3.090637 Sb3-
",0.00945883483826588,HoSb,"Ho3+ Sb3-
1.0
0.0 3.090637 3.090637
3.090637 0.0 3.090637
3.090637 3.090637 0.0
Ho Sb
1 1
Cartesian
0.0 0.0 0.0 Ho3+
3.090637 3.090637 3.090637 Sb3-
",Yes,6,6,Correct
Er3+,Bi3-,ErBi,"Bi3- Er3+
1.0
0.0 3.119416 3.119416
3.119416 0.0 3.119416
3.119416 3.119416 0.0
Bi Er
1 1
Cartesian
0.0 0.0 0.0 Bi3-
3.119416 3.119416 3.119416 Er3+
",0.006307151384317472,LuBi,"Bi3- Lu3+
1.0
0.0 3.119416 3.119416
3.119416 0.0 3.119416
3.119416 3.119416 0.0
Bi Lu
1 1
Cartesian
0.0 0.0 0.0 Bi3-
3.119416 3.119416 3.119416 Lu3+
",Yes,6,6,Correct
Tm3+,N3-,TmN,"N3- Tm3+
1.0
0.0 2.424062 2.424062
2.424062 0.0 2.424062
2.424062 2.424062 0.0
N Tm
1 1
Cartesian
2.424062 2.424062 2.424062 N3-
0.0 0.0 0.0 Tm3+
",0.009422584168860012,ErN,"Er3+ N3-
1.0
0.0 2.424062 2.424062
2.424062 0.0 2.424062
2.424062 2.424062 0.0
Er N
1 1
Cartesian
0.0 0.0 0.0 Er3+
2.424062 2.424062 2.424062 N3-
",Yes,6,6,Correct
Tm3+,P3-,TmP,"P3- Tm3+
1.0
0.0 2.806723 2.806723
2.806723 0.0 2.806723
2.806723 2.806723 0.0
P Tm
1 1
Cartesian
2.806723 2.806723 2.806723 P3-
0.0 0.0 0.0 Tm3+
",0.009422584168860012,ErP,"Er3+ P3-
1.0
0.0 2.806723 2.806723
2.806723 0.0 2.806723
2.806723 2.806723 0.0
Er P
1 1
Cartesian
0.0 0.0 0.0 Er3+
2.806723 2.806723 2.806723 P3-
",Yes,6,6,Correct
Tm2+,S2-,TmS,"S2- Tm2+
1.0
0.0 2.831898 2.831898
2.831898 0.0 2.831898
2.831898 2.831898 0.0
S Tm
1 1
Cartesian
0.0 0.0 0.0 S2-
2.831898 2.831898 2.831898 Tm2+
",0.009235757402419196,YbS,"S2- Yb2+
1.0
0.0 2.831898 2.831898
2.831898 0.0 2.831898
2.831898 2.831898 0.0
S Yb
1 1
Cartesian
0.0 0.0 0.0 S2-
2.831898 2.831898 2.831898 Yb2+
",Yes,6,6,Correct
Tm2+,Ge2-,TmGe,"Ge2- Tm2+
1.0
2.136993 -5.34598 0.0
2.136993 5.34598 0.0
0.0 0.0 3.945582
Ge Tm
2 2
Cartesian
2.136993 0.9222777776399997 0.9863955 Ge2-
2.136993 -0.9222777776399997 2.9591865 Ge2-
2.136993 3.87120588132 0.9863955 Tm2+
2.136993 -3.8712058813200003 2.9591865 Tm2+
",0.00920481697613695,HoGe,"Ge2- Ho2+
1.0
2.136993 -5.34598 0.0
2.136993 5.34598 0.0
0.0 0.0 3.945582
Ge Ho
2 2
Cartesian
2.136993 0.9222777776399997 0.9863955 Ge2-
2.136993 -0.9222777776399997 2.9591865 Ge2-
2.136993 3.87120588132 0.9863955 Ho2+
2.136993 -3.8712058813200003 2.9591865 Ho2+
",Yes,9,9,Correct
Tm3+,As3-,TmAs,"As3- Tm3+
1.0
0.0 2.887386 2.887386
2.887386 0.0 2.887386
2.887386 2.887386 0.0
As Tm
1 1
Cartesian
0.0 0.0 0.0 As3-
2.887386 2.887386 2.887386 Tm3+
",0.009422584168860012,ErAs,"As3- Er3+
1.0
0.0 2.887386 2.887386
2.887386 0.0 2.887386
2.887386 2.887386 0.0
As Er
1 1
Cartesian
0.0 0.0 0.0 As3-
2.887386 2.887386 2.887386 Er3+
",Yes,6,6,Correct
Tm2+,Se2-,TmSe,"Se2- Tm2+
1.0
0.0 2.957919 2.957919
2.957919 0.0 2.957919
2.957919 2.957919 0.0
Se Tm
1 1
Cartesian
0.0 0.0 0.0 Se2-
2.957919 2.957919 2.957919 Tm2+
",0.009235757402419196,YbSe,"Se2- Yb2+
1.0
0.0 2.957919 2.957919
2.957919 0.0 2.957919
2.957919 2.957919 0.0
Se Yb
1 1
Cartesian
0.0 0.0 0.0 Se2-
2.957919 2.957919 2.957919 Yb2+
",Yes,6,6,Correct
Tm3+,Sb3-,TmSb,"Sb3- Tm3+
1.0
0.0 3.079438 3.079438
3.079438 0.0 3.079438
3.079438 3.079438 0.0
Sb Tm
1 1
Cartesian
3.079438 3.079438 3.079438 Sb3-
0.0 0.0 0.0 Tm3+
",0.009422584168860012,ErSb,"Er3+ Sb3-
1.0
0.0 3.079438 3.079438
3.079438 0.0 3.079438
3.079438 3.079438 0.0
Er Sb
1 1
Cartesian
0.0 0.0 0.0 Er3+
3.079438 3.079438 3.079438 Sb3-
",Yes,6,6,Correct
Tm2+,Te2-,TmTe,"Te2- Tm2+
1.0
0.0 3.180275 3.180275
3.180275 0.0 3.180275
3.180275 3.180275 0.0
Te Tm
1 1
Cartesian
0.0 0.0 0.0 Te2-
3.180275 3.180275 3.180275 Tm2+
",0.009235757402419196,YbTe,"Te2- Yb2+
1.0
0.0 3.180275 3.180275
3.180275 0.0 3.180275
3.180275 3.180275 0.0
Te Yb
1 1
Cartesian
0.0 0.0 0.0 Te2-
3.180275 3.180275 3.180275 Yb2+
",Yes,6,6,Correct
Yb3+,N3-,YbN,"N3- Yb3+
1.0
0.0 2.406182 2.406182
2.406182 0.0 2.406182
2.406182 2.406182 0.0
N Yb
1 1
Cartesian
0.0 0.0 0.0 N3-
2.406182 2.406182 2.406182 Yb3+
",0.00898312636159307,TmN,"N3- Tm3+
1.0
0.0 2.406182 2.406182
2.406182 0.0 2.406182
2.406182 2.406182 0.0
N Tm
1 1
Cartesian
0.0 0.0 0.0 N3-
2.406182 2.406182 2.406182 Tm3+
",Yes,6,6,Correct
Yb2+,O2-,YbO,"O2- Yb2+
1.0
0.0 2.831898 2.831898
2.831898 0.0 2.831898
2.831898 2.831898 0.0
O Yb
1 1
Cartesian
0.0 0.0 0.0 O2-
2.831898 2.831898 2.831898 Yb2+
",0.008103711303712163,YbS,"S2- Yb2+
1.0
0.0 2.831898 2.831898
2.831898 0.0 2.831898
2.831898 2.831898 0.0
S Yb
1 1
Cartesian
0.0 0.0 0.0 S2-
2.831898 2.831898 2.831898 Yb2+
",Yes,6,6,Correct
Yb2+,Si2-,YbSi,"Si2- Yb2+
1.0
2.296608 -5.548892 0.0
2.296608 5.548892 0.0
0.0 0.0 3.973539
Si Yb
2 2
Cartesian
2.296608 0.7293685600479998 0.99338475 Si2-
2.296608 -0.7293685600479995 2.98015425 Si2-
2.296608 3.990996179864 0.99338475 Yb2+
2.296608 -3.990996179864 2.98015425 Yb2+
",0.006660400357366563,EuSi,"Eu2+ Si2-
1.0
2.296608 -5.548892 0.0
2.296608 5.548892 0.0
0.0 0.0 3.973539
Eu Si
2 2
Cartesian
2.296608 3.990996179864 0.99338475 Eu2+
2.296608 -3.990996179864 2.98015425 Eu2+
2.296608 0.7293685600479998 0.99338475 Si2-
2.296608 -0.7293685600479995 2.98015425 Si2-
",Yes,9,9,Correct
Yb3+,P3-,YbP,"P3- Yb3+
1.0
0.0 2.793174 2.793174
2.793174 0.0 2.793174
2.793174 2.793174 0.0
P Yb
1 1
Cartesian
2.793174 2.793174 2.793174 P3-
0.0 0.0 0.0 Yb3+
",0.00898312636159307,TmP,"P3- Tm3+
1.0
0.0 2.793174 2.793174
2.793174 0.0 2.793174
2.793174 2.793174 0.0
P Tm
1 1
Cartesian
2.793174 2.793174 2.793174 P3-
0.0 0.0 0.0 Tm3+
",Yes,6,6,Correct
Yb2+,S2-,YbS,"S2- Yb2+
1.0
0.0 2.715829 2.715829
2.715829 0.0 2.715829
2.715829 2.715829 0.0
S Yb
1 1
Cartesian
0.0 0.0 0.0 S2-
2.715829 2.715829 2.715829 Yb2+
",0.00898312636159307,TmS,"S2- Tm2+
1.0
0.0 2.715829 2.715829
2.715829 0.0 2.715829
2.715829 2.715829 0.0
S Tm
1 1
Cartesian
0.0 0.0 0.0 S2-
2.715829 2.715829 2.715829 Tm2+
",Yes,6,6,Correct
Yb3+,As3-,YbAs,"As3- Yb3+
1.0
0.0 2.875468 2.875468
2.875468 0.0 2.875468
2.875468 2.875468 0.0
As Yb
1 1
Cartesian
0.0 0.0 0.0 As3-
2.875468 2.875468 2.875468 Yb3+
",0.00898312636159307,TmAs,"As3- Tm3+
1.0
0.0 2.875468 2.875468
2.875468 0.0 2.875468
2.875468 2.875468 0.0
As Tm
1 1
Cartesian
0.0 0.0 0.0 As3-
2.875468 2.875468 2.875468 Tm3+
",Yes,6,6,Correct
Yb2+,Se2-,YbSe,"Se2- Yb2+
1.0
0.0 2.839367 2.839367
2.839367 0.0 2.839367
2.839367 2.839367 0.0
Se Yb
1 1
Cartesian
0.0 0.0 0.0 Se2-
2.839367 2.839367 2.839367 Yb2+
",0.00898312636159307,TmSe,"Se2- Tm2+
1.0
0.0 2.839367 2.839367
2.839367 0.0 2.839367
2.839367 2.839367 0.0
Se Tm
1 1
Cartesian
0.0 0.0 0.0 Se2-
2.839367 2.839367 2.839367 Tm2+
",Yes,6,6,Correct
Yb3+,Sb3-,YbSb,"Sb3- Yb3+
1.0
0.0 3.068544 3.068544
3.068544 0.0 3.068544
3.068544 3.068544 0.0
Sb Yb
1 1
Cartesian
0.0 0.0 0.0 Sb3-
3.068544 3.068544 3.068544 Yb3+
",0.00898312636159307,TmSb,"Sb3- Tm3+
1.0
0.0 3.068544 3.068544
3.068544 0.0 3.068544
3.068544 3.068544 0.0
Sb Tm
1 1
Cartesian
0.0 0.0 0.0 Sb3-
3.068544 3.068544 3.068544 Tm3+
",Yes,6,6,Correct
Yb2+,Te2-,YbTe,"Te2- Yb2+
1.0
2.136153 -3.699926 0.0
2.136153 3.699926 0.0
0.0 0.0 7.23654
Te Yb
2 2
Cartesian
2.136153 1.2333111332839999 1.809135 Te2-
2.136153 -1.2333111332839999 5.427405 Te2-
0.0 0.0 3.61827 Yb2+
0.0 0.0 0.0 Yb2+
",0.00898312636159307,TmTe,"Te2- Tm2+
1.0
2.136153 -3.699926 0.0
2.136153 3.699926 0.0
0.0 0.0 7.23654
Te Tm
2 2
Cartesian
2.136153 1.2333111332839999 1.809135 Te2-
2.136153 -1.2333111332839999 5.427405 Te2-
0.0 0.0 3.61827 Tm2+
0.0 0.0 0.0 Tm2+
",Yes,6,6,Correct
Lu3+,N3-,LuN,"Lu3+ N3-
1.0
2.616741 -4.532328 0.0
2.616741 4.532328 0.0
0.0 0.0 2.925503
Lu N
3 3
Cartesian
0.0 0.0 0.0 Lu3+
2.616741 1.510779021552 1.4627515 Lu3+
2.616741 -1.5107790215519998 1.4627515 Lu3+
1.027214763255 -1.77918801804 0.0 N3-
3.1790524734900005 -1.1277828718903038e-16 0.0 N3-
1.027214763255 1.77918801804 0.0 N3-
",0.007370517300437376,TaN,"N3- Ta3+
1.0
2.616741 -4.532328 0.0
2.616741 4.532328 0.0
0.0 0.0 2.925503
N Ta
3 3
Cartesian
1.027214763255 -1.77918801804 0.0 N3-
3.1790524734900005 -1.1277828718903038e-16 0.0 N3-
1.027214763255 1.77918801804 0.0 N3-
0.0 0.0 0.0 Ta3+
2.616741 1.510779021552 1.4627515 Ta3+
2.616741 -1.5107790215519998 1.4627515 Ta3+
",Yes,6,3,Incorrect
